Sex,Marital,Age,Education,Occupation,Live,Dual,Person,Person_under_18,Householder,Hometype,Ethnic,Language,Income
male,single or never married,18 thru 24,1 to 3 years of college,sales worker,more than ten years,not married,four,none,live with parents/family,house,white,english,>25K
female,divorced or separated,65 and over,1 to 3 years of college,factory worker/laborer/driver,one to three years,yes,one,four,live with parents/family,other,pacific islander,english,>25K
male,single or never married,18 thru 24,graduated high school,unemployed,more than ten years,not married,four,none,live with parents/family,house,white,english,<=25K
female,single or never married,14 thru 17,1 to 3 years of college,student or hs or college,one to three years,yes,four,two,rent,condominium,pacific islander,english,>25K
male,married,45 thru 54,college graduate,professional/managerial,more than ten years,yes,four,two,rent,condominium,white,english,>25K
male,married,35 thru 44,college graduate,professional/managerial,more than ten years,yes,four,one,own,house,white,english,>25K
male,living together or not married,35 thru 44,1 to 3 years of college,professional/managerial,more than ten years,not married,two,none,rent,condominium,east indian,other,>25K
female,widowed,55 thru 64,1 to 3 years of college,clerical/service worker,seven to ten years,not married,two,five,own,house,american indian,other,>25K
male,married,35 thru 44,grad study,professional/managerial,more than ten years,yes,four,two,own,house,white,english,>25K
female,widowed,45 thru 54,graduated high school,retired,one to three years,no,one,four,live with parents/family,condominium,hispanic,spanish,>25K
female,living together or not married,25 thru 34,1 to 3 years of college,professional/managerial,less than one year,no,nine or more,four,rent,condominium,pacific islander,english,<=25K
male,single or never married,18 thru 24,grades 9 to 11,military,more than ten years,yes,one,three,live with parents/family,other,east indian,spanish,>25K
male,married,45 thru 54,grade 8 or less,homemaker,more than ten years,yes,seven,one,rent,house,white,spanish,>25K
male,married,45 thru 54,graduated high school,professional/managerial,more than ten years,yes,three,one,own,house,white,english,>25K
male,single or never married,14 thru 17,grades 9 to 11,unemployed,more than ten years,not married,three,one,live with parents/family,house,black,english,<=25K
male,living together or not married,25 thru 34,college graduate,unemployed,more than ten years,yes,three,four,live with parents/family,apartment,white,spanish,<=25K
female,married,35 thru 44,grad study,professional/managerial,more than ten years,yes,two,none,rent,house,black,english,>25K
male,married,35 thru 44,1 to 3 years of college,professional/managerial,more than ten years,yes,five,three,own,house,hispanic,spanish,>25K
male,single or never married,25 thru 34,graduated high school,factory worker/laborer/driver,more than ten years,no,seven,none,rent,house,east indian,english,>25K
male,married,65 and over,college graduate,retired,more than ten years,no,two,none,own,house,asian,other,>25K
male,divorced or separated,25 thru 34,college graduate,professional/managerial,more than ten years,not married,two,none,own,house,white,english,>25K
male,single or never married,45 thru 54,grades 9 to 11,sales worker,seven to ten years,not married,eight,four,live with parents/family,other,asian,other,<=25K
male,married,55 thru 64,college graduate,professional/managerial,more than ten years,yes,four,none,own,house,white,english,>25K
female,married,45 thru 54,graduated high school,clerical/service worker,more than ten years,yes,three,none,own,house,white,english,>25K
male,married,35 thru 44,grad study,professional/managerial,seven to ten years,yes,four,none,own,house,white,english,>25K
male,divorced or separated,45 thru 54,1 to 3 years of college,professional/managerial,more than ten years,not married,two,one,own,house,white,english,>25K
female,married,35 thru 44,1 to 3 years of college,homemaker,more than ten years,no,three,one,rent,house,asian,english,>25K
male,widowed,18 thru 24,college graduate,professional/managerial,seven to ten years,yes,one,four,rent,condominium,black,other,<=25K
male,married,55 thru 64,1 to 3 years of college,retired,more than ten years,no,two,none,own,house,white,english,>25K
female,married,35 thru 44,college graduate,professional/managerial,one to three years,yes,two,none,rent,apartment,american indian,english,>25K
female,married,25 thru 34,1 to 3 years of college,sales worker,more than ten years,yes,three,one,rent,house,white,english,>25K
female,widowed,25 thru 34,graduated high school,student or hs or college,one to three years,no,three,four,live with parents/family,house,east indian,english,<=25K
male,single or never married,35 thru 44,1 to 3 years of college,student or hs or college,more than ten years,yes,one,none,rent,house,hispanic,spanish,<=25K
male,single or never married,45 thru 54,grade 8 or less,sales worker,four to six years,yes,nine or more,two,rent,mobile home,white,spanish,<=25K
female,single or never married,35 thru 44,1 to 3 years of college,student or hs or college,more than ten years,not married,six,two,rent,house,white,other,<=25K
female,married,25 thru 34,graduated high school,clerical/service worker,more than ten years,yes,four,two,own,house,white,english,>25K
male,widowed,55 thru 64,college graduate,student or hs or college,more than ten years,yes,one,seven,own,house,hispanic,other,<=25K
female,married,45 thru 54,college graduate,professional/managerial,more than ten years,yes,four,two,own,house,white,english,>25K
female,married,35 thru 44,1 to 3 years of college,professional/managerial,more than ten years,yes,six,four,rent,house,other,english,>25K
female,living together or not married,35 thru 44,grades 9 to 11,retired,four to six years,yes,two,two,own,condominium,east indian,spanish,<=25K
male,single or never married,25 thru 34,college graduate,professional/managerial,more than ten years,not married,two,nine or more,own,condominium,asian,english,<=25K
male,single or never married,45 thru 54,graduated high school,factory worker/laborer/driver,more than ten years,no,eight,none,live with parents/family,apartment,american indian,other,<=25K
female,single or never married,35 thru 44,1 to 3 years of college,sales worker,four to six years,no,nine or more,four,rent,mobile home,asian,english,<=25K
female,married,35 thru 44,1 to 3 years of college,homemaker,one to three years,no,four,two,rent,house,white,english,>25K
male,single or never married,25 thru 34,college graduate,professional/managerial,more than ten years,not married,one,none,rent,apartment,asian,english,>25K
male,single or never married,65 and over,graduated high school,unemployed,less than one year,not married,seven,two,rent,mobile home,hispanic,other,<=25K
female,married,35 thru 44,graduated high school,clerical/service worker,more than ten years,yes,four,one,own,house,white,english,>25K
female,married,35 thru 44,graduated high school,factory worker/laborer/driver,more than ten years,yes,three,one,own,house,white,english,>25K
male,living together or not married,18 thru 24,grades 9 to 11,clerical/service worker,seven to ten years,not married,eight,none,own,apartment,american indian,spanish,>25K
female,married,25 thru 34,1 to 3 years of college,clerical/service worker,one to three years,not married,two,four,rent,house,american indian,spanish,<=25K
female,married,35 thru 44,1 to 3 years of college,clerical/service worker,more than ten years,not married,two,none,own,condominium,black,english,>25K
female,single or never married,14 thru 17,grad study,student or hs or college,more than ten years,not married,one,two,own,house,white,spanish,<=25K
male,married,35 thru 44,college graduate,professional/managerial,more than ten years,yes,two,none,own,house,asian,english,>25K
male,married,18 thru 24,1 to 3 years of college,sales worker,seven to ten years,yes,three,two,rent,mobile home,american indian,other,>25K
female,single or never married,35 thru 44,1 to 3 years of college,professional/managerial,more than ten years,not married,two,none,rent,house,white,english,>25K
male,divorced or separated,25 thru 34,grades 9 to 11,student or hs or college,one to three years,yes,three,nine or more,rent,other,pacific islander,spanish,<=25K
