Sex,Marital,Age,Education,Occupation,Live,Dual,Person,Person_under_18,Householder,Hometype,Ethnic,Language,Income
female,married,<nil>,1 to 3 years of college,professional/managerial,more than ten years,<nil>,six,<nil>,own,house,white,english,<=25K
female,married,<nil>,1 to 3 years of college,professional/managerial,more than ten years,yes,three,none,own,house,white,english,>25K
female,married,<nil>,grad study,<nil>,more than ten years,yes,<nil>,none,own,house,white,english,>25K
male,married,<nil>,college graduate,professional/managerial,more than ten years,yes,one,none,own,house,white,english,>25K
female,married,<nil>,grad study,professional/managerial,more than ten years,yes,<nil>,none,own,house,white,english,>25K
female,married,<nil>,grade 8 or less,professional/managerial,more than ten years,<nil>,<nil>,<nil>,own,house,white,english,>25K
female,married,<nil>,grad study,professional/managerial,more than ten years,<nil>,<nil>,none,own,house,white,english,>25K
female,married,<nil>,college graduate,professional/managerial,more than ten years,yes,four,none,own,house,white,english,>25K
female,married,<nil>,college graduate,<nil>,more than ten years,yes,three,none,own,house,white,english,<=25K
male,married,<nil>,grad study,professional/managerial,more than ten years,yes,one,none,own,house,white,english,>25K
female,married,<nil>,grad study,professional/managerial,more than ten years,yes,three,none,own,house,white,english,>25K
male,married,<nil>,graduated high school,professional/managerial,<nil>,yes,one,none,own,house,white,english,>25K
female,married,<nil>,grad study,professional/managerial,more than ten years,yes,<nil>,none,own,house,white,english,<=25K
male,married,<nil>,grades 9 to 11,professional/managerial,more than ten years,yes,<nil>,none,own,house,<nil>,english,>25K
female,married,<nil>,1 to 3 years of college,professional/managerial,more than ten years,yes,<nil>,none,own,house,white,english,>25K
male,married,<nil>,graduated high school,professional/managerial,more than ten years,yes,two,none,own,house,white,english,>25K
female,married,<nil>,college graduate,professional/managerial,more than ten years,yes,<nil>,none,own,house,white,english,<=25K
female,married,<nil>,grad study,professional/managerial,more than ten years,yes,two,none,own,house,white,english,>25K
female,married,<nil>,1 to 3 years of college,professional/managerial,more than ten years,yes,two,none,own,house,white,english,>25K
female,married,<nil>,1 to 3 years of college,professional/managerial,<nil>,yes,<nil>,none,own,house,white,english,<=25K
female,married,<nil>,college graduate,professional/managerial,more than ten years,yes,three,none,own,house,white,english,>25K
female,married,<nil>,grad study,professional/managerial,more than ten years,yes,one,none,own,house,white,english,>25K
female,married,<nil>,grades 9 to 11,professional/managerial,more than ten years,yes,two,<nil>,own,house,white,english,<=25K
female,married,<nil>,college graduate,professional/managerial,more than ten years,yes,four,none,own,house,white,english,>25K
male,married,<nil>,grade 8 or less,sales worker,four to six years,yes,<nil>,none,live with parents/family,condominium,white,other,>25K
male,married,<nil>,college graduate,retired,more than ten years,yes,nine or more,none,own,house,white,english,<=25K
female,married,<nil>,grad study,professional/managerial,more than ten years,yes,<nil>,none,own,house,white,english,>25K
male,married,<nil>,graduated high school,professional/managerial,more than ten years,yes,two,none,own,house,white,english,<=25K
male,married,<nil>,1 to 3 years of college,professional/managerial,more than ten years,yes,seven,none,own,house,white,english,<=25K
female,<nil>,<nil>,1 to 3 years of college,professional/managerial,more than ten years,yes,<nil>,none,own,house,white,english,>25K
female,married,<nil>,college graduate,professional/managerial,more than ten years,yes,one,none,own,house,white,english,>25K
female,married,<nil>,grad study,professional/managerial,<nil>,yes,<nil>,none,own,house,white,english,>25K
male,married,<nil>,grad study,professional/managerial,more than ten years,yes,five,none,own,house,white,english,>25K
female,married,<nil>,1 to 3 years of college,professional/managerial,more than ten years,yes,<nil>,none,own,house,white,english,>25K
female,married,<nil>,1 to 3 years of college,professional/managerial,more than ten years,yes,seven,none,own,house,white,english,<=25K
female,married,<nil>,grad study,professional/managerial,more than ten years,yes,nine or more,none,own,house,<nil>,english,<=25K
female,married,<nil>,grad study,professional/managerial,more than ten years,yes,<nil>,none,own,house,white,english,>25K
female,married,<nil>,grad study,professional/managerial,more than ten years,yes,two,none,own,house,white,english,>25K
female,married,<nil>,college graduate,professional/managerial,more than ten years,yes,one,none,own,house,white,english,>25K
female,married,<nil>,grad study,professional/managerial,more than ten years,yes,three,none,own,house,white,english,<=25K
female,married,<nil>,1 to 3 years of college,professional/managerial,more than ten years,yes,<nil>,none,own,house,white,english,<=25K
female,married,<nil>,1 to 3 years of college,professional/managerial,<nil>,yes,two,none,own,house,white,english,>25K
male,married,<nil>,grades 9 to 11,military,<nil>,yes,three,<nil>,own,house,white,english,<=25K
male,married,<nil>,graduated high school,homemaker,more than ten years,yes,five,none,own,house,white,english,<=25K
male,married,<nil>,college graduate,<nil>,more than ten years,yes,two,none,<nil>,house,white,english,<=25K
female,married,<nil>,1 to 3 years of college,professional/managerial,more than ten years,yes,<nil>,<nil>,own,house,white,english,>25K
female,married,<nil>,college graduate,professional/managerial,more than ten years,yes,<nil>,none,own,house,white,english,>25K
female,married,<nil>,graduated high school,professional/managerial,more than ten years,yes,<nil>,none,<nil>,house,white,english,<=25K
male,married,<nil>,1 to 3 years of college,professional/managerial,more than ten years,<nil>,<nil>,none,own,house,white,english,>25K
female,married,<nil>,grad study,professional/managerial,more than ten years,yes,two,none,own,house,white,english,>25K
female,married,<nil>,1 to 3 years of college,professional/managerial,more than ten years,yes,one,none,own,house,white,english,>25K
female,married,<nil>,1 to 3 years of college,professional/managerial,more than ten years,yes,two,none,own,house,white,english,>25K
male,married,<nil>,graduated high school,professional/managerial,more than ten years,yes,eight,none,own,house,white,english,<=25K
female,married,<nil>,college graduate,professional/managerial,more than ten years,yes,two,none,own,house,white,english,>25K
female,married,<nil>,grad study,professional/managerial,more than ten years,yes,<nil>,none,own,house,white,english,>25K
female,married,<nil>,1 to 3 years of college,professional/managerial,more than ten years,yes,nine or more,none,own,house,white,english,<=25K
female,married,<nil>,1 to 3 years of college,professional/managerial,more than ten years,yes,three,none,own,house,white,english,<=25K
male,married,<nil>,college graduate,professional/managerial,<nil>,yes,two,none,live with parents/family,house,white,english,<=25K
female,married,<nil>,1 to 3 years of college,professional/managerial,more than ten years,yes,<nil>,none,own,house,white,english,>25K
female,married,<nil>,1 to 3 years of college,professional/managerial,more than ten years,yes,two,none,own,house,white,english,<=25K
female,married,<nil>,grad study,professional/managerial,more than ten years,yes,five,none,<nil>,house,white,english,<=25K
female,married,<nil>,college graduate,professional/managerial,more than ten years,yes,two,none,own,house,white,english,>25K
male,married,<nil>,graduated high school,student or hs or college,more than ten years,yes,two,none,live with parents/family,house,white,english,<=25K
female,married,<nil>,1 to 3 years of college,professional/managerial,more than ten years,yes,two,none,own,house,white,english,>25K
male,married,<nil>,graduated high school,professional/managerial,<nil>,yes,three,none,own,house,white,english,>25K
female,married,<nil>,graduated high school,professional/managerial,more than ten years,yes,five,<nil>,own,house,white,english,<=25K
female,married,<nil>,1 to 3 years of college,professional/managerial,more than ten years,yes,two,none,own,house,white,english,>25K
female,married,<nil>,college graduate,professional/managerial,more than ten years,yes,one,none,own,house,white,english,>25K
male,married,<nil>,college graduate,professional/managerial,more than ten years,yes,<nil>,none,own,house,white,english,>25K
female,married,<nil>,graduated high school,professional/managerial,more than ten years,yes,<nil>,none,own,house,white,english,<=25K
female,married,<nil>,grade 8 or less,professional/managerial,more than ten years,yes,four,none,own,house,white,english,>25K
female,married,<nil>,college graduate,professional/managerial,more than ten years,yes,one,none,own,house,white,english,>25K
male,married,<nil>,1 to 3 years of college,professional/managerial,more than ten years,yes,<nil>,none,<nil>,house,white,english,<=25K
female,married,<nil>,grad study,professional/managerial,more than ten years,yes,<nil>,none,<nil>,house,white,english,<=25K
female,married,<nil>,college graduate,professional/managerial,more than ten years,yes,eight,none,own,house,white,english,<=25K
male,married,<nil>,1 to 3 years of college,professional/managerial,more than ten years,yes,two,none,own,house,white,english,<=25K
male,married,<nil>,college graduate,unemployed,<nil>,yes,eight,none,live with parents/family,condominium,pacific islander,other,<=25K
male,married,<nil>,college graduate,professional/managerial,<nil>,yes,three,none,own,house,white,english,<=25K
male,married,<nil>,graduated high school,professional/managerial,more than ten years,yes,<nil>,<nil>,own,house,white,english,>25K
female,married,<nil>,1 to 3 years of college,professional/managerial,more than ten years,yes,two,none,own,house,white,english,>25K
female,married,<nil>,1 to 3 years of college,professional/managerial,more than ten years,yes,two,none,own,house,white,english,>25K
male,married,<nil>,grade 8 or less,professional/managerial,more than ten years,yes,<nil>,none,own,house,white,english,<=25K
male,married,<nil>,grad study,professional/managerial,more than ten years,yes,two,none,own,house,white,english,<=25K
male,married,<nil>,graduated high school,professional/managerial,more than ten years,yes,six,none,own,house,<nil>,english,>25K
