Sex,Marital,Age,Education,Occupation,Live,Dual,Person,Person_under_18,Householder,Hometype,Ethnic,Language,Income
female,married,35 thru 44,1 to 3 years of college,sales worker,more than ten years,no,five,three,own,house,hispanic,spanish,>25K
female,married,35 thru 44,college graduate,sales worker,more than ten years,yes,three,one,own,house,white,english,>25K
female,divorced or separated,55 thru 64,graduated high school,unemployed,more than ten years,not married,two,none,own,house,white,english,<=25K
female,single or never married,25 thru 34,college graduate,professional/managerial,more than ten years,not married,one,none,rent,apartment,white,english,>25K
male,single or never married,25 thru 34,1 to 3 years of college,clerical/service worker,four to six years,not married,one,none,rent,apartment,white,english,<=25K
female,single or never married,14 thru 17,grade 8 or less,student or hs or college,more than ten years,not married,six,three,live with parents/family,house,black,english,<=25K
male,single or never married,18 thru 24,graduated high school,student or hs or college,more than ten years,not married,three,none,rent,house,white,english,<=25K
female,divorced or separated,45 thru 54,graduated high school,clerical/service worker,more than ten years,not married,two,none,rent,house,white,english,<=25K
female,single or never married,18 thru 24,graduated high school,sales worker,more than ten years,not married,three,none,live with parents/family,house,white,english,<=25K
male,married,35 thru 44,college graduate,professional/managerial,more than ten years,yes,two,none,own,house,white,english,>25K
female,married,18 thru 24,1 to 3 years of college,student or hs or college,one to three years,no,two,none,rent,apartment,white,english,<=25K
female,widowed,65 and over,1 to 3 years of college,retired,more than ten years,not married,one,none,own,house,white,english,<=25K
female,single or never married,18 thru 24,graduated high school,factory worker/laborer/driver,more than ten years,not married,four,none,own,house,american indian,english,<=25K
male,single or never married,18 thru 24,1 to 3 years of college,student or hs or college,more than ten years,not married,three,none,rent,apartment,white,english,<=25K
male,single or never married,25 thru 34,grad study,sales worker,less than one year,not married,one,none,rent,apartment,white,english,>25K
male,single or never married,18 thru 24,college graduate,professional/managerial,one to three years,not married,one,none,rent,apartment,white,english,<=25K
male,single or never married,18 thru 24,college graduate,professional/managerial,less than one year,not married,one,none,rent,house,hispanic,english,<=25K
male,single or never married,18 thru 24,graduated high school,military,seven to ten years,not married,four,none,rent,apartment,black,english,<=25K
male,divorced or separated,55 thru 64,college graduate,professional/managerial,more than ten years,not married,two,none,own,house,white,english,>25K
female,married,35 thru 44,1 to 3 years of college,homemaker,more than ten years,no,three,one,own,house,white,english,>25K
female,widowed,65 and over,1 to 3 years of college,retired,more than ten years,not married,one,none,rent,apartment,white,english,<=25K
female,married,25 thru 34,graduated high school,homemaker,more than ten years,yes,five,three,rent,condominium,asian,english,>25K
male,married,35 thru 44,1 to 3 years of college,professional/managerial,more than ten years,yes,three,one,own,house,white,english,>25K
female,married,25 thru 34,1 to 3 years of college,clerical/service worker,more than ten years,yes,three,one,rent,house,white,english,>25K
female,living together or not married,18 thru 24,1 to 3 years of college,clerical/service worker,seven to ten years,not married,two,none,rent,apartment,white,english,>25K
male,living together or not married,25 thru 34,1 to 3 years of college,clerical/service worker,more than ten years,not married,two,none,own,condominium,white,english,>25K
male,married,55 thru 64,college graduate,professional/managerial,more than ten years,no,two,none,own,house,white,english,>25K
male,single or never married,14 thru 17,grades 9 to 11,student or hs or college,more than ten years,not married,four,two,live with parents/family,house,hispanic,english,<=25K
female,living together or not married,35 thru 44,1 to 3 years of college,sales worker,more than ten years,yes,two,none,own,house,white,english,>25K
female,divorced or separated,45 thru 54,graduated high school,professional/managerial,more than ten years,not married,one,none,rent,other,white,english,>25K
male,living together or not married,25 thru 34,1 to 3 years of college,sales worker,less than one year,not married,two,none,rent,apartment,white,english,>25K
female,married,25 thru 34,graduated high school,homemaker,one to three years,yes,two,none,own,house,white,english,<=25K
male,single or never married,18 thru 24,1 to 3 years of college,professional/managerial,more than ten years,not married,five,one,own,house,black,english,>25K
female,living together or not married,25 thru 34,1 to 3 years of college,homemaker,more than ten years,not married,two,none,rent,house,black,english,>25K
male,married,35 thru 44,graduated high school,factory worker/laborer/driver,more than ten years,yes,four,two,rent,house,white,english,>25K
female,married,25 thru 34,1 to 3 years of college,professional/managerial,more than ten years,yes,two,none,own,house,american indian,english,<=25K
male,single or never married,18 thru 24,1 to 3 years of college,student or hs or college,one to three years,not married,three,none,rent,apartment,white,english,<=25K
female,married,25 thru 34,graduated high school,clerical/service worker,more than ten years,yes,four,two,rent,house,black,english,<=25K
female,married,55 thru 64,graduated high school,professional/managerial,more than ten years,yes,two,none,own,house,white,english,>25K
female,married,25 thru 34,1 to 3 years of college,factory worker/laborer/driver,four to six years,yes,four,two,own,house,white,english,>25K
male,married,45 thru 54,grad study,professional/managerial,more than ten years,yes,four,two,own,house,white,english,>25K
female,married,18 thru 24,1 to 3 years of college,clerical/service worker,one to three years,no,two,none,rent,apartment,hispanic,spanish,<=25K
female,living together or not married,35 thru 44,1 to 3 years of college,professional/managerial,more than ten years,not married,two,none,own,house,white,english,>25K
female,married,65 and over,graduated high school,homemaker,more than ten years,no,two,none,own,mobile home,white,english,>25K
male,single or never married,18 thru 24,grades 9 to 11,student or hs or college,more than ten years,not married,three,none,live with parents/family,apartment,white,english,<=25K
male,single or never married,18 thru 24,1 to 3 years of college,student or hs or college,seven to ten years,not married,eight,none,rent,house,pacific islander,english,>25K
female,single or never married,35 thru 44,1 to 3 years of college,clerical/service worker,seven to ten years,not married,one,none,rent,apartment,white,english,<=25K
female,widowed,55 thru 64,graduated high school,retired,more than ten years,not married,five,two,live with parents/family,house,black,english,<=25K
female,divorced or separated,45 thru 54,grad study,professional/managerial,more than ten years,not married,two,none,own,condominium,hispanic,english,>25K
female,living together or not married,14 thru 17,grades 9 to 11,clerical/service worker,more than ten years,not married,two,one,rent,apartment,white,other,<=25K
female,married,35 thru 44,graduated high school,sales worker,more than ten years,yes,three,one,own,house,hispanic,other,<=25K
