cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,label
x,f,n,t,y,f,w,b,u,t,s,k,p,p,p,w,o,p,k,y,g,e
f,f,w,t,l,f,w,b,p,e,s,s,w,w,p,w,o,p,w,y,g,e
x,s,p,t,y,f,w,b,h,e,s,s,p,w,p,w,t,p,k,v,g,e
k,f,e,f,s,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,l,p
b,s,e,t,l,f,w,b,y,e,s,s,p,w,p,w,o,p,k,n,p,e
x,s,g,t,f,f,w,b,n,t,s,s,w,b,p,w,o,p,w,v,d,e
f,f,e,t,f,f,c,n,n,t,k,s,p,p,p,w,o,p,w,v,d,p
f,f,n,f,y,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,p,p
x,f,n,t,y,f,w,b,w,e,k,s,p,w,p,w,n,p,w,v,g,e
x,s,n,t,p,f,c,n,w,e,s,s,w,w,p,w,o,p,n,v,m,p
f,f,e,t,n,f,w,b,n,e,s,s,g,g,p,w,o,p,k,n,d,e
b,s,g,t,f,f,c,b,p,e,s,s,w,w,p,w,t,p,w,n,u,e
b,y,w,t,a,f,c,b,n,t,s,k,w,w,p,w,o,p,n,v,l,e
x,s,n,f,s,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,l,p
b,f,e,t,f,f,w,b,w,t,s,k,w,p,p,w,o,p,k,n,d,e
x,s,n,f,y,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d,p
f,f,n,f,y,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,d,p
x,f,y,t,y,f,c,b,p,t,s,s,p,w,p,w,o,p,n,v,d,p
f,s,n,t,f,f,c,b,h,t,s,s,w,w,p,w,o,p,h,v,g,p
s,s,n,t,f,f,c,b,p,e,s,s,w,w,p,w,t,p,w,n,l,e
f,s,p,t,f,f,c,b,p,e,s,s,w,p,p,w,o,e,w,a,d,e
k,s,e,f,y,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,l,p
f,s,w,t,f,f,c,b,p,t,s,s,w,w,p,w,o,p,h,n,m,p
b,f,n,t,f,f,c,b,w,e,s,k,g,w,p,w,o,p,w,v,m,e
f,s,n,t,f,f,c,b,h,e,k,k,p,p,p,w,o,e,h,v,p,p
f,f,w,t,f,f,c,b,n,e,k,k,n,p,p,w,o,p,h,v,g,p
f,f,w,t,f,f,c,b,h,e,k,k,n,n,p,w,o,p,h,v,d,p
k,f,e,t,y,f,w,b,w,e,s,s,p,p,p,w,o,p,w,v,d,e
x,f,w,t,f,f,c,b,n,e,k,k,p,p,p,w,o,p,h,v,g,p
x,s,n,t,y,f,c,b,n,t,s,s,p,p,p,w,o,p,n,s,d,e
x,s,g,t,f,f,w,b,r,t,s,s,b,b,p,w,o,p,n,v,g,e
x,f,n,t,n,f,c,b,n,t,s,s,g,g,p,w,o,p,n,v,d,e
f,f,n,t,f,f,c,b,n,e,k,k,n,n,p,w,o,e,h,s,g,p
b,f,w,t,a,f,c,b,w,t,s,k,w,w,p,w,o,p,n,n,m,e
x,s,g,t,n,f,c,b,p,t,s,s,w,g,p,w,o,p,k,n,u,e
x,f,n,t,f,f,c,b,n,e,k,k,p,p,p,w,o,e,h,v,d,p
f,f,g,t,f,f,c,b,n,e,k,k,p,b,p,w,o,e,h,v,d,p
x,f,e,t,l,f,w,b,w,t,k,k,w,p,p,w,o,p,k,n,g,e
x,s,g,t,f,f,c,b,n,e,k,s,g,p,p,w,t,p,k,v,m,e
f,f,n,f,y,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,p,p
f,f,p,t,n,f,c,b,n,t,s,s,p,g,p,w,o,e,w,n,g,e
f,s,w,t,f,f,w,b,p,t,s,s,w,w,p,w,o,p,k,n,g,e
f,f,g,t,f,f,c,b,n,e,k,k,b,p,p,w,o,e,h,v,p,p
x,f,n,t,y,f,w,b,w,e,s,k,p,w,p,w,o,e,w,v,p,e
f,f,g,t,f,f,w,b,r,t,s,s,b,p,p,w,o,p,w,v,d,e
f,f,w,t,f,f,c,b,n,e,k,k,p,b,p,w,o,p,h,v,g,p
f,s,g,t,f,f,w,b,y,e,k,k,w,w,p,w,o,p,k,v,g,e
f,s,w,t,a,f,c,b,k,e,s,s,w,w,p,w,o,p,n,v,m,e
f,s,n,t,f,f,c,b,w,e,s,s,w,w,p,w,o,p,w,v,p,p
f,s,n,t,p,f,c,n,k,e,s,s,w,w,p,w,o,p,n,v,g,p
x,s,n,t,p,f,c,n,w,e,s,s,w,w,p,w,o,p,k,v,m,p
x,f,g,t,f,f,w,b,y,e,s,k,n,w,p,w,o,p,k,c,d,e
f,f,w,t,f,f,c,b,n,e,k,k,n,n,p,w,o,p,h,s,d,p
x,f,e,f,y,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,l,p
b,s,n,t,f,f,c,b,n,e,s,s,w,p,p,w,o,e,w,n,p,e
f,f,g,t,y,f,w,b,w,t,k,s,p,p,p,w,o,p,k,n,d,e
x,s,g,t,f,f,w,b,k,e,k,k,w,p,p,w,o,p,k,n,p,e
x,f,n,t,n,f,w,b,w,e,k,s,g,b,p,w,o,p,k,v,d,e
x,s,w,t,l,f,c,b,w,e,s,s,w,w,p,w,o,p,n,n,g,p
x,f,w,t,f,f,c,b,p,e,k,k,b,p,p,w,o,p,h,v,d,p
x,f,e,t,f,f,c,b,p,e,s,k,g,b,p,w,o,p,n,n,d,e
f,f,w,t,f,f,c,b,n,e,k,k,b,b,p,w,o,p,h,s,d,p
x,s,e,t,f,f,c,b,y,t,s,s,w,b,p,w,o,e,n,n,l,e
x,s,g,t,f,f,w,b,n,t,s,s,w,p,p,w,o,p,w,y,m,e
f,f,g,t,f,f,c,b,n,t,s,s,b,b,p,w,o,p,n,n,l,e
f,s,p,t,f,f,w,b,p,e,s,s,w,p,p,w,o,p,k,v,p,e
k,f,n,t,f,f,w,n,w,e,s,s,w,n,p,w,o,e,w,v,l,p
k,f,n,f,s,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,p,p
f,f,n,t,f,f,c,b,p,e,k,k,n,b,p,w,o,e,h,v,g,p
f,f,y,t,f,f,c,b,h,e,k,k,n,b,p,w,o,e,h,v,g,p
x,f,n,t,f,f,w,b,y,e,k,s,g,w,p,w,o,e,w,v,l,e
x,s,n,t,p,f,c,n,k,e,s,s,w,w,p,w,o,p,n,v,g,p
f,f,e,t,n,f,c,b,y,e,s,k,g,p,p,w,o,p,o,v,d,e
x,y,w,t,n,f,c,b,u,e,s,s,g,g,p,w,o,p,n,n,p,e
x,f,n,t,f,f,w,b,n,e,s,s,g,b,p,w,o,e,w,v,p,e
x,f,n,t,f,f,c,n,n,t,k,s,w,p,p,w,o,p,w,v,l,p
x,f,e,t,f,f,c,b,w,t,k,k,w,p,p,w,o,e,k,v,g,e
x,f,e,f,s,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,l,p
f,s,g,t,f,f,c,b,n,e,s,s,g,w,p,w,t,p,n,v,d,e
x,f,e,f,y,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,p,p
x,s,e,f,s,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,p,p
x,s,g,t,y,f,w,b,w,e,k,s,p,b,p,w,o,p,w,v,m,e
f,s,e,t,f,f,c,n,n,t,s,k,p,w,p,w,o,p,w,v,l,p
x,s,e,f,s,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,p,p
b,s,e,t,f,f,w,b,w,e,s,s,w,n,p,w,o,p,k,v,m,e
x,f,e,f,y,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,d,p
f,s,n,t,f,f,c,n,n,t,s,k,w,p,p,w,o,p,w,v,p,p
f,f,g,t,f,f,w,b,n,e,s,k,b,w,p,w,o,e,k,a,l,e
f,f,p,t,n,f,c,b,p,t,s,s,w,g,p,w,o,p,n,y,d,e
x,f,e,t,f,f,c,n,n,t,k,s,w,w,p,w,o,p,w,v,p,p
f,s,w,t,f,f,c,b,w,e,s,s,w,w,p,w,o,p,w,v,m,p
x,s,w,f,c,f,w,n,n,e,s,s,w,w,p,w,o,p,n,v,d,p
x,f,n,t,f,f,c,n,p,e,s,s,w,w,p,w,o,p,k,v,m,p
x,s,w,t,p,f,c,n,w,e,s,s,w,w,p,w,o,p,n,v,g,p
x,f,n,t,f,f,c,b,w,e,k,k,b,w,p,w,o,e,n,n,p,e
b,s,w,t,l,f,w,b,g,e,s,s,w,w,p,w,t,p,w,v,m,e
x,s,w,t,f,f,c,b,p,t,s,s,w,w,p,w,o,p,h,n,m,p
f,f,e,t,y,f,c,b,p,e,k,s,p,p,p,w,t,e,w,y,d,e
x,s,w,t,f,f,c,b,w,t,s,s,w,w,p,w,o,p,h,s,g,p
x,f,n,t,f,f,c,n,n,t,s,k,w,p,p,w,o,p,w,v,d,p
x,s,g,t,f,f,w,b,g,e,s,s,w,w,p,w,o,p,n,n,m,e
f,f,p,t,f,f,w,b,w,e,s,s,n,p,p,w,o,p,n,v,p,e
x,f,e,t,f,f,c,b,y,t,k,s,g,p,p,w,o,p,n,n,d,e
b,s,y,t,a,f,w,b,p,e,s,s,w,w,p,w,o,p,k,n,m,e
x,s,w,t,y,f,w,b,n,t,s,s,p,w,p,w,o,p,n,n,m,e
f,f,n,t,f,f,w,b,p,t,s,s,w,w,p,w,o,p,w,n,l,e
x,s,p,t,f,f,w,b,y,e,k,s,b,b,p,w,t,p,k,n,p,e
x,f,n,t,f,f,c,n,n,t,k,s,p,p,p,w,o,p,w,v,d,p
x,f,n,t,f,f,c,b,n,e,k,s,g,w,p,w,o,p,w,v,l,e
f,f,n,t,n,f,w,b,p,e,k,s,g,w,p,w,o,p,w,n,p,e
x,s,e,t,f,f,c,n,h,e,s,s,w,w,p,w,o,e,h,v,d,e
f,f,n,t,f,f,c,n,n,t,k,k,w,w,p,w,o,p,w,v,p,p
b,s,g,t,n,f,w,b,w,e,k,k,w,g,p,w,o,p,n,n,g,e
f,s,g,t,f,f,w,b,p,e,s,s,b,w,p,w,o,f,w,n,m,e
f,f,n,f,s,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,d,p
b,s,p,t,y,f,c,b,o,t,s,s,p,p,p,w,o,e,n,v,g,e
x,f,n,t,f,f,c,b,h,e,k,k,b,b,p,w,o,e,h,s,g,p
x,s,e,t,f,f,c,b,p,t,s,s,w,w,p,w,o,p,n,s,d,p
x,s,e,f,y,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,p,p
f,s,w,t,l,f,c,b,k,e,s,s,w,w,p,w,o,p,k,v,m,e
x,s,e,t,f,f,c,b,n,t,s,k,b,p,p,w,o,p,n,a,d,e
f,f,g,t,f,f,c,b,h,e,k,k,p,p,p,w,o,e,h,v,g,p
f,s,n,t,f,f,c,b,n,e,k,s,g,p,p,w,o,p,w,n,d,e
f,s,e,t,n,f,w,b,p,t,k,k,g,p,p,w,o,e,w,y,p,e
f,f,n,t,f,f,c,b,n,e,s,s,g,w,p,w,o,p,k,s,d,e
f,s,n,t,f,f,w,b,p,t,s,s,w,w,p,w,o,n,u,v,d,e
f,f,n,t,f,f,w,b,w,t,s,k,b,w,p,w,o,p,w,a,d,e
x,s,y,t,f,f,c,b,n,t,s,s,w,w,p,w,o,p,k,v,g,e
f,s,w,t,f,f,c,b,n,e,s,s,w,w,p,w,o,p,n,n,l,e
f,s,e,t,n,f,c,b,u,t,s,s,p,g,p,w,o,p,n,v,d,e
x,f,y,t,f,f,c,b,p,e,k,k,p,b,p,w,o,e,h,v,p,p
x,f,g,t,f,f,c,b,w,t,s,k,g,w,p,w,o,e,w,n,p,e
f,s,n,t,f,f,c,b,p,t,s,s,w,w,p,w,o,p,n,a,m,e
f,f,g,t,f,f,c,b,h,e,k,k,b,n,p,w,o,e,h,v,g,p
f,s,e,t,n,f,c,b,n,t,s,s,p,g,p,w,o,p,k,v,d,p
x,s,w,t,f,f,c,b,h,t,s,s,w,w,p,w,o,p,h,n,m,p
x,y,n,t,a,f,w,b,y,e,k,s,w,w,p,w,o,p,k,v,l,e
x,s,e,f,s,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,l,p
f,f,e,t,f,f,c,b,p,t,s,s,w,p,p,w,o,p,n,v,d,p
f,s,n,t,f,f,w,n,u,e,k,s,w,w,p,w,o,p,w,v,m,e
f,f,g,t,f,f,c,b,y,e,s,s,w,w,p,w,t,p,k,y,m,e
x,f,y,t,f,f,c,b,p,e,k,k,p,p,p,w,o,e,h,v,d,p
f,s,w,t,f,f,c,n,w,e,s,s,w,w,p,w,o,p,h,s,d,p
f,f,e,t,f,f,c,n,n,t,k,k,w,w,p,w,o,p,w,v,d,p
x,s,n,t,n,f,w,b,w,e,k,k,w,g,p,w,o,p,k,v,d,e
f,s,n,f,s,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,d,p
x,f,n,t,f,f,c,n,n,t,s,k,w,w,p,w,o,p,w,v,p,p
b,s,g,t,f,f,w,b,y,t,s,s,w,w,p,w,o,p,k,a,l,e
x,y,e,t,f,f,w,b,n,t,k,s,w,w,p,w,o,p,k,v,p,e
x,f,n,f,y,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,p,p
x,f,y,t,f,f,c,b,h,e,k,k,n,b,p,w,o,e,h,v,p,p
x,f,n,t,f,f,c,n,n,t,k,k,p,w,p,w,o,p,w,v,d,p
x,f,w,t,a,f,w,b,g,t,s,s,w,b,p,w,o,p,n,n,m,e
f,f,e,t,f,f,w,b,w,e,k,s,b,p,p,w,o,p,k,c,d,e
x,s,w,t,f,f,c,b,h,t,s,s,w,w,p,w,o,p,h,v,g,p
f,f,g,t,n,f,c,b,y,e,k,s,g,n,p,w,t,p,k,v,l,e
x,s,n,t,f,f,c,b,h,e,k,s,w,p,p,w,t,p,k,v,l,e
f,f,w,t,f,f,c,b,h,e,k,k,p,n,p,w,o,p,h,v,d,p
f,f,g,t,f,f,w,b,w,e,s,s,g,w,p,w,o,p,w,n,m,e
f,f,n,t,f,f,c,n,n,t,s,k,w,w,p,w,o,p,w,v,l,p
x,s,w,f,c,f,w,n,n,e,s,s,w,w,p,w,o,p,n,v,d,p
f,f,n,f,s,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,p,p
x,s,w,t,f,f,w,b,n,t,k,s,w,w,p,w,o,p,w,n,u,e
f,s,y,t,a,f,c,b,k,t,s,s,w,p,p,w,o,p,n,n,l,e
x,f,p,t,f,f,w,b,p,t,k,s,b,w,p,w,o,p,n,a,m,e
f,f,e,t,n,f,c,b,p,t,s,s,g,w,p,w,o,p,k,v,d,e
f,s,w,t,f,f,c,n,p,e,s,s,w,w,p,w,o,e,h,v,d,p
f,f,p,t,f,f,w,b,p,t,k,s,b,w,p,w,o,p,k,n,p,e
f,s,n,t,y,f,w,b,n,e,s,s,p,n,p,w,o,p,w,v,g,e
x,s,e,t,f,f,w,b,u,t,k,s,w,p,p,w,o,e,n,n,p,e
x,s,e,t,f,f,c,b,n,t,s,s,n,p,p,w,o,e,w,y,g,e
f,s,n,t,f,f,c,n,b,t,k,s,w,p,p,w,o,p,w,v,d,p
f,s,e,t,f,f,c,n,n,t,k,s,w,p,p,w,o,p,w,v,p,p
f,f,e,t,n,f,c,b,p,t,s,s,p,g,p,w,o,p,n,v,d,p
x,f,g,t,f,f,w,b,y,e,k,s,w,w,p,w,o,p,k,n,p,e
f,f,g,t,f,f,c,b,p,e,k,k,p,b,p,w,o,e,h,v,d,p
x,s,y,t,a,f,w,b,k,t,s,k,w,w,p,w,o,p,n,n,g,e
x,s,g,t,y,f,w,b,w,e,k,s,p,n,p,w,t,p,w,v,d,e
x,y,n,f,m,f,c,b,w,e,k,y,c,c,p,w,n,n,w,c,d,p
x,f,w,t,f,f,c,b,n,e,k,k,b,n,p,w,o,p,h,v,g,p
x,f,n,t,f,f,c,b,p,e,k,k,n,n,p,w,o,e,h,v,g,p
f,f,w,t,f,f,w,b,n,e,s,s,g,p,p,w,o,p,w,y,g,e
x,f,n,f,s,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,d,p
x,s,w,t,l,f,w,n,p,t,s,s,w,w,p,w,o,p,n,v,d,p
x,f,n,t,f,f,w,n,w,e,s,s,w,n,p,w,o,p,w,v,l,p
f,s,n,t,a,f,c,b,p,e,s,s,w,w,p,w,o,p,k,v,g,e
x,f,n,f,s,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,p,p
x,s,n,t,a,f,c,b,n,t,k,s,w,w,p,w,o,p,n,n,g,e
x,f,n,f,s,f,c,n,b,t,k,k,w,p,p,w,o,e,w,v,p,p
x,s,n,t,p,f,c,n,w,e,s,s,w,w,p,w,o,p,k,v,m,p
f,s,e,t,n,f,w,b,w,e,s,s,p,g,p,w,o,p,n,n,d,e
f,f,p,t,n,f,c,b,w,t,s,s,g,g,p,w,o,p,k,v,d,e
b,s,g,t,f,f,c,b,u,e,s,s,w,p,p,w,o,p,w,v,d,e
f,f,g,t,f,f,c,b,p,e,k,s,b,w,p,w,o,e,w,v,p,e
f,f,n,t,f,f,c,b,p,e,s,s,w,w,p,w,o,e,w,n,m,e
f,f,n,t,f,f,c,n,n,t,s,s,w,w,p,w,o,p,w,v,p,p
f,f,w,t,f,f,c,b,p,e,k,k,b,b,p,w,o,p,h,v,g,p
x,f,n,f,s,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,l,p
x,f,n,t,f,f,w,n,w,e,s,s,w,n,p,w,o,e,w,v,l,p
f,f,n,t,n,f,c,b,w,t,k,k,g,g,p,w,o,p,n,n,m,e
f,s,n,t,n,f,c,b,p,t,s,s,g,p,p,w,o,p,n,v,d,p
b,s,e,t,l,f,c,b,w,t,s,s,p,b,p,w,o,p,k,n,m,e
f,s,g,t,y,f,c,b,h,e,k,s,p,w,p,w,o,p,n,n,g,e
x,s,e,t,n,f,c,b,u,t,s,s,g,w,p,w,o,p,n,s,d,e
f,f,n,t,f,f,c,n,n,t,k,s,w,p,p,w,o,p,w,v,p,p
b,s,y,t,a,f,c,b,n,t,s,s,p,w,p,w,o,p,n,n,p,e
b,f,e,t,f,f,c,b,p,e,s,s,g,p,p,w,o,e,k,v,m,e
f,f,n,t,f,f,c,n,k,e,s,s,w,w,p,w,o,p,n,v,m,e
f,f,e,t,f,f,c,n,w,e,k,s,b,n,p,w,o,e,w,v,d,e
f,s,n,t,f,f,c,n,n,t,k,s,p,w,p,w,o,p,w,v,p,p
x,f,w,t,l,f,w,n,w,t,k,s,w,w,p,w,o,e,h,v,m,e
x,f,e,f,s,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d,p
f,f,g,t,f,f,c,b,n,e,s,k,b,p,p,w,t,e,k,n,d,e
x,f,g,t,f,f,c,b,p,t,k,s,w,w,p,w,o,e,w,n,l,e
b,s,p,t,f,f,w,b,p,t,s,s,w,w,p,w,o,p,w,a,m,e
k,s,e,f,s,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,p,p
f,f,n,t,f,f,c,b,n,e,k,s,g,w,p,w,o,e,k,v,p,e
k,s,e,t,f,f,c,n,n,t,s,k,p,p,p,w,o,p,w,v,p,p
f,f,g,t,f,f,c,b,n,e,k,k,b,b,p,w,o,e,h,v,d,p
f,f,w,t,f,f,c,b,p,e,k,k,b,b,p,w,o,p,h,v,p,p
x,f,p,t,n,f,w,b,n,t,s,s,g,p,p,w,o,p,n,y,l,e
x,s,n,t,f,f,c,b,h,e,k,k,p,b,p,w,o,e,h,s,p,p
x,s,w,f,c,f,c,n,n,e,s,s,w,w,p,w,o,p,n,v,d,p
k,f,n,f,s,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,l,p
f,f,e,f,y,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,d,p
f,f,n,t,f,f,c,n,n,e,s,s,w,w,p,w,o,p,n,v,m,e
f,s,e,f,y,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,l,p
k,f,n,t,f,f,c,n,n,t,s,k,w,w,p,w,o,p,w,v,p,p
f,f,n,t,f,f,c,b,w,e,k,s,n,n,p,w,o,p,w,s,p,p
x,f,n,t,f,f,c,b,p,e,k,k,b,n,p,w,o,e,h,v,g,p
x,s,w,t,f,f,c,b,h,t,s,s,w,w,p,w,o,p,h,s,m,p
x,f,w,t,f,f,c,b,p,e,k,k,g,p,p,w,o,p,k,s,d,e
k,f,n,t,f,f,w,n,w,e,s,s,w,n,p,w,o,e,w,v,l,p
f,s,y,t,a,f,w,b,p,t,s,s,p,p,p,w,o,n,n,n,p,e
k,f,e,t,f,f,w,b,w,e,s,k,b,p,p,w,o,p,n,v,d,e
f,f,e,t,y,f,c,b,u,t,s,s,p,w,p,w,o,p,k,y,d,e
x,s,n,t,f,f,c,b,n,t,s,s,w,p,p,w,o,p,w,y,p,e
x,s,n,t,p,f,c,n,p,e,s,s,w,w,p,w,o,p,k,v,g,p
x,f,w,t,f,f,c,b,h,e,k,k,n,n,p,w,o,p,h,s,p,p
b,f,n,t,l,f,c,b,p,t,k,s,w,p,p,w,o,e,n,n,p,e
f,f,y,t,f,f,c,b,p,e,k,k,n,n,p,w,o,e,h,v,p,p
k,f,n,t,f,f,w,n,w,e,s,s,w,n,p,w,o,p,w,v,l,p
b,f,n,t,f,f,c,b,n,t,s,s,w,b,p,w,o,e,n,y,m,e
x,f,e,t,f,f,w,b,p,t,s,s,n,w,p,w,o,e,w,v,d,e
f,f,w,t,f,f,c,b,n,e,k,k,b,b,p,w,o,p,h,s,p,p
f,s,n,f,y,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,l,p
f,f,n,f,s,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,l,p
x,s,e,f,s,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,p,p
x,f,n,f,s,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,l,p
f,f,p,t,f,f,c,b,u,e,s,s,b,w,p,w,o,p,n,v,d,e
f,y,e,t,n,f,w,b,y,e,s,s,p,g,p,w,o,p,k,n,d,e
f,f,g,t,f,f,c,b,u,e,s,s,g,w,p,w,o,p,n,v,g,e
x,s,w,t,l,f,c,b,n,e,s,s,w,w,p,w,o,p,k,n,g,e
f,f,n,t,f,f,c,b,n,e,k,k,p,p,p,w,o,e,h,s,g,p
x,s,w,t,l,f,c,b,k,e,s,s,w,w,p,w,o,p,k,n,m,e
x,f,e,f,y,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,d,p
x,f,g,t,f,f,c,b,h,e,k,k,b,b,p,w,o,e,h,v,g,p
f,f,n,t,f,f,c,b,n,e,k,k,n,b,p,w,o,e,h,s,d,p
x,s,n,f,s,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,d,p
f,s,w,t,f,f,c,b,r,e,s,s,w,w,p,w,o,p,w,v,m,p
f,y,n,t,f,f,w,b,n,t,s,s,w,w,p,w,o,p,n,y,p,e
x,y,g,t,n,f,c,b,n,e,s,s,w,g,p,w,o,p,k,v,d,e
x,s,n,t,a,f,c,b,n,e,s,s,w,w,p,w,o,p,k,v,g,p
f,s,e,f,s,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,d,p
f,f,g,t,f,f,w,b,n,e,s,s,w,b,p,w,t,e,w,y,g,e
f,f,w,t,f,f,c,b,n,e,k,k,n,b,p,w,o,e,h,v,g,p
x,f,p,t,f,f,c,b,y,t,k,s,g,b,p,w,o,e,n,a,p,e
k,s,n,f,s,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,l,p
x,f,n,t,n,f,w,b,r,t,s,s,g,w,p,w,o,p,w,v,l,e
k,f,n,f,s,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,d,p
f,s,n,f,y,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,d,p
x,s,p,t,f,f,w,b,w,t,k,k,w,w,p,w,o,p,k,y,g,e
x,s,n,t,f,f,w,b,p,e,k,s,w,w,p,w,o,p,w,v,g,e
x,s,w,t,f,f,c,b,w,t,s,s,w,w,p,w,o,p,h,n,m,p
x,s,n,t,y,f,w,b,n,e,s,s,p,p,p,w,o,p,n,y,d,e
x,f,n,t,f,f,c,n,n,t,s,s,p,w,p,w,o,p,w,v,l,p
x,f,e,t,f,f,c,n,n,t,k,k,w,p,p,w,o,p,w,v,p,p
f,s,w,t,f,f,c,b,w,e,s,s,w,w,p,w,o,p,w,v,g,p
x,f,p,t,n,f,w,b,p,t,s,s,p,g,p,w,o,e,w,v,d,e
x,f,g,t,n,f,w,b,y,t,s,s,g,n,p,w,o,p,n,n,d,e
b,f,w,t,l,f,w,n,g,t,k,s,w,w,p,w,o,p,w,v,l,e
b,f,y,t,a,f,c,b,n,t,s,k,w,w,p,w,o,p,n,n,g,e
f,s,n,t,f,f,c,n,n,t,s,k,w,p,p,w,o,p,w,v,l,p
x,f,n,t,f,f,c,n,n,t,s,s,w,p,p,w,o,p,w,v,p,p
f,s,n,t,f,f,c,b,p,t,s,s,w,p,p,w,o,p,n,v,d,p
x,f,n,t,f,f,c,b,h,e,k,k,n,p,p,w,o,e,h,s,p,p
k,s,n,f,s,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,p,p
x,f,g,t,f,f,c,b,w,t,k,s,w,w,p,w,o,p,w,a,m,e
f,f,g,t,y,f,w,b,n,t,s,s,p,p,p,w,o,p,w,y,l,e
x,f,e,t,n,f,c,b,n,e,k,k,g,g,p,w,o,p,n,y,d,e
f,s,g,t,a,f,w,b,p,e,s,s,w,w,p,w,o,p,n,n,l,e
f,f,n,f,y,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,p,p
x,f,w,t,l,f,w,b,p,t,k,k,w,w,p,w,o,p,k,y,m,e
x,f,n,t,f,f,w,n,n,t,s,k,w,p,p,w,o,p,n,v,g,e
x,s,e,f,s,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,l,p
x,s,e,f,y,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d,p
b,s,w,t,l,f,c,b,k,e,s,s,w,w,p,w,o,p,n,n,m,e
f,f,c,t,f,f,w,n,w,e,s,s,w,n,p,w,o,p,w,v,l,p
x,s,w,t,p,f,c,n,p,e,s,s,w,w,p,w,o,p,k,v,m,p
f,f,w,t,l,f,w,b,o,e,s,s,w,w,p,w,o,p,w,v,l,e
x,f,p,t,f,f,w,b,w,e,s,s,n,w,p,w,o,p,n,v,l,e
f,s,g,t,y,f,c,b,n,t,s,s,p,b,p,w,o,p,n,v,l,e
f,s,w,t,f,f,c,b,p,e,k,k,p,n,p,w,o,p,h,v,g,p
x,s,w,t,f,f,w,b,w,e,s,s,w,w,p,w,o,p,w,v,g,e
x,s,e,f,s,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,p,p
x,s,n,t,n,f,w,b,y,t,k,s,g,b,p,w,o,p,w,v,p,e
f,f,p,t,f,f,w,b,p,e,k,s,b,w,p,w,o,p,k,n,d,e
x,f,e,t,f,f,c,b,w,t,s,k,w,p,p,w,o,p,n,y,p,e
x,s,n,f,y,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,d,p
f,s,e,t,f,f,w,n,p,t,s,s,w,w,p,w,o,e,w,a,d,e
f,s,w,t,f,f,c,n,w,e,s,s,w,w,p,w,o,p,h,v,d,p
k,f,e,f,y,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,l,p
x,f,n,t,f,f,w,n,w,e,s,s,w,n,p,w,o,p,w,v,l,p
x,f,e,t,f,f,w,b,y,e,k,s,b,b,p,w,o,p,w,v,p,e
f,s,e,f,s,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,p,p
